
	Saldo al	Soc.	Cta.mayor	Material	Texto breve de material	¡Val	       Stock total	UMB	Precio variable	       Valor total
	10/2021	PA04	1401130101	2720502	CABLE 2/0 AWG	2040	              173	TF	          2.02	           348.62
	10/2021	PA04	1401130101	2720504	CABLE INSTRUMENTACION 3 HILOX18 AWG 8770	2040	            1,000	TF	          0.82	           817.33
	10/2021	PA04	1401130101	2720506	CABLE MCM COBR PVC 1X500MCM NEG	2040	          601.001	TF	         10.13	         6,086.11
	10/2021	PA04	1401130101	2720510	CABLE NYY 4 X 2.5 MM2, 600V	2040	          198.400	M	          1.76	           349.36
	10/2021	PA04	1401130101	2720511	CONDOLETA 1 TIPO T	2040	               24	UN	          2.95	            70.80
	10/2021	PA04	1401130101	2720526	CALENTADOR ESTATOR 4001A1180CCP012	2040	                3	UN	        205.63	           616.89
	10/2021	PA04	1401130101	2720528	CABLE CONTROL S 1771-C	2040	                1	UN	        101.23	           101.23
	10/2021	PA04	1401130101	2720533	BARRA CONDUCTORA 500 AMP HA-500-1	2040	               32	UN	        344.29	        11,017.14
	10/2021	PA04	1401130101	2720534	CABLE FLEXIBLE 24X1.5 MM2	2040	              123	M	         54.85	         6,746.07
	10/2021	PA04	1401130101	2720537	THUSTER MEG ED 80/6	2040	                1	UN	      7,439.76	         7,439.76
	10/2021	PA04	1401130101	2720544	UPS 120 VAC 50-60 H2	2040	                1	UN	        346.57	           346.57
	10/2021	PA04	1401130101	2720551	CABLE ALUMINIO TRIPLEX .6	2040	              193	TF	          0.29	            55.69
	10/2021	PA04	1401130101	2720557	CABLE CORDON CAUCHO 4 X 14 AWG	2040	              310	TF	          0.52	           161.26
	10/2021	PA04	1401130101	2720558	CABLE CORDON CAUCHO 3X12 AWG	2040	              420	TF	          0.51	           213.28
	10/2021	PA04	1401130101	2720559	POLEA DE CABLE COMPL. 10.6 132922-PRT	2040	                1	UN	      1,695.30	         1,695.30
	10/2021	PA04	1401130101	2720560	CABLE METALICO 100 132928-PRT	2040	                1	UN	         67.16	            67.16
	10/2021	PA04	1401130101	2720570	JGO CABLE GE 0186B6534ABG001	2040	                1	UN	        282.25	           282.25
	10/2021	PA04	1401130101	2720571	JGO CABLE GE 0186B6534AEG001	2040	                1	UN	        297.31	           297.31
	10/2021	PA04	1401130101	2720572	CABLE DE 9 PINES 960391Z	2040	                2	UN	        285.54	           571.07
	10/2021	PA04	1401130101	2720573	CABLE CONEXION MURR ELEKTRONIK	2040	                1	UN	         55.00	            55.00
	10/2021	PA04	1401130101	2720576	CABLE FLAT-FLEX FESTON 8/C 16 AWG	2040	              250	TF	          6.14	         1,535.00
	10/2021	PA04	1401130101	2720577	CABLE FLAT-FLEX FESTON 12/C 14 AWG	2040	              500	TF	          8.50	         4,250.00
	10/2021	PA04	1401130101	2720588	PARA GOLPE PRENSASACO 650685D VENTOMATIC	2040	                4	UN	         22.69	            90.75
	10/2021	PA04	1401130101	2720589	CABLE 960314Z VENTOMATIC	2040	                2	UN	         45.37	            90.74
	10/2021	PA04	1401130101	2720590	DETECTOR 972068Z VENTOMATIC	2040	                7	UN	         54.47	           381.29
	10/2021	PA04	1401130101	2720591	CABLE 4 X 2 CORDON CAUCHO FLEXIBLE AWG	2040	              450	TF	          5.28	         2,375.32
	10/2021	PA04	1401130101	2720592	CABLE 4 X 4 CORDON CAUCHO FLEXIBLE AWG	2040	              490	TF	          4.49	         2,198.65
	10/2021	PA04	1401130101	2720593	CABLE 4 X 6 CORDON CAUCHO FLEXIBLE AWG	2040	               91	TF	          3.41	           310.51
	10/2021	PA04	1401130101	2720594	CABLE 4 X 8 CORDON CAUCHO FLEXIBLE AWG	2040	               14	TF	          0.00	             0.00
	10/2021	PA04	1401130101	2720594	CABLE 4 X 8 CORDON CAUCHO FLEXIBLE AWG	2040	           62.999	TF	          1.40	            88.10
	10/2021	PA04	1401130101	2720595	MOTOVENTILADOR AXIAL W3G300-BV25	2040	                4	UN	        755.00	         3,020.00
	10/2021	PA04	1401130101	2720597	CABLE FLEXIBLE 4 CONDUCTORES 12 AWG	2040	              132	M	          2.39	           315.48
	10/2021	PA04	1401130101	2720600	TUBO LIQUID TIGHT 1-1/2	2040	               62	TF	          2.83	           175.48
	10/2021	PA04	1401130101	2720600	TUBO LIQUID TIGHT 1-1/2	2040	                8	TF	          0.00	             0.00
	10/2021	PA04	1401130101	2720601	TUBO LIQUID TIGHT 1/2	2040	               40	TF	          1.70	            68.00
	10/2021	PA04	1401130101	2720602	TUBO LIQUID TIGHT 3/4	2040	               27	TF	          2.06	            55.72
	10/2021	PA04	1401130101	2720604	TUBO LIQUID TIGHT 1-1/4	2040	                1	TF	          0.00	             0.00
	10/2021	PA04	1401130101	2720604	TUBO LIQUID TIGHT 1-1/4	2040	               52	TF	          1.53	            79.54
	10/2021	PA04	1401130101	2720605	CODO CONDUIT GALV 90∞ 1/2IN	2040	               13	UN	          1.28	            16.63
	10/2021	PA04	1401130101	2720607	CODO GALV. ELEC. 1	2040	                3	UN	          1.65	             4.95
	10/2021	PA04	1401130101	2720610	CODO PVC ELEC. 1X90ÿ	2040	               12	UN	          0.26	             3.15
	10/2021	PA04	1401130101	2720615	CODO GALV. ELEC. 1-1/4	2040	               10	UN	          3.70	            37.00
	10/2021	PA04	1401130101	2720616	TUBO LIQUID TIGHT 2	2040	               50	TF	          2.95	           147.29
	10/2021	PA04	1401130101	2720618	ELECTROVAL 2P/2V ATLAS 1089 062113 G1/8	2040	                6	UN	        248.64	         1,491.84
	10/2021	PA04	1401130101	2720620	ELECTROVAL 2P/2V ASCO G1/8/60	2040	                9	UN	        220.00	         1,980.00
	10/2021	PA04	1401130101	2720622	ELECTROVAL 2P/2V GOYEN RCA 4D2 G1/8	2040	                5	UN	        195.00	           975.00
	10/2021	PA04	1401130101	2720625	ELECTROVAL 2P/2V SCHRA N365810 653 G1/8	2040	                1	UN	         40.88	            40.88
	10/2021	PA04	1401130101	2720633	ELECTROV 2P/2V NORGREEN SXE9573-A76 G1/4	2040	                4	UN	        112.63	           450.52
	10/2021	PA04	1401130101	2720634	V?LVULA 630973Z	2040	                2	UN	        108.88	           217.76
	10/2021	PA04	1401130101	2720637	PURGA ELECTRICA C/TIMER 120 VAC	2040	                1	UN	        271.35	           271.35
	10/2021	PA04	1401130101	2720638	SPARE DIAPHRAGM	2040	                2	UN	        140.23	           280.45
	10/2021	PA04	1401130101	2720639	JGO REPARACION ASCO C127-837	2040	                6	UN	         56.08	           336.50
	10/2021	PA04	1401130101	2720640	MEMBRANA	2040	               19	UN	         95.86	         1,821.41
	10/2021	PA04	1401130101	2720641	MEMBRANA PILOTO	2040	               30	UN	         65.77	         1,973.13
	10/2021	PA04	1401130101	2720644	CONEXION MINIMESS MAK-G1/4" 1620, HID.	2040	                5	UN	         71.70	           358.50
	10/2021	PA04	1401130101	2720645	KIT REP. VALV. DIAFRAGMA MECAIR 1-1/2"	2040	               18	UN	         63.86	         1,149.39
	10/2021	PA04	1401130101	2720647	TIMBRE TIPO CAMPANA 110 VOLT.	2040	                2	UN	         27.85	            55.70
	10/2021	PA04	1401130101	2720648	DETECTOR FLAMA UV NO BE-67	2040	                4	UN	        441.15	         1,764.58
	10/2021	PA04	1401130101	2720653	CONTACTO AUXILIAR 3RH2911-1FA40 SIEMENS	2040	                5	UN	         26.64	           133.19
	10/2021	PA04	1401130101	2720654	STANDSTILL HEATER FOR CABINET/70018609	2040	                2	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720655	COMPLETE/70018600 22 MM PLASTIC, ROUND	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720656	COMPLETE/70018601 22 MM PLASTIC, ROUND	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720681	POWER CIRCUIT BREAKER/70018671	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720682	POWER CIRCUIT BREAKER/70018663	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720684	POWER CIRCUIT BREAKER/70018580	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720685	AUTOMATIC CUTOUT/70018606	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720686	POWER STACK ADAPTER/70018662	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720690	MOTOR 2HP	2040	                2	UN	        130.75	           261.50
	10/2021	PA04	1401130101	2720694	MOTOR 3F 3.75KW 460VCA 1800RPM 184T B	2040	                1	UN	        105.85	           105.85
	10/2021	PA04	1401130101	2720699	MOTOR 3F 11KW 440VCA 1800RPM IEC B	2040	                1	UN	      9,245.84	         9,245.84
	10/2021	PA04	1401130101	2720703	MOTOR 3F 3.7KW 460VCA 1800RPM 184T B	2040	                1	UN	        690.00	           690.00
	10/2021	PA04	1401130101	2720707	MOTOR 3F 0.66KW 460VCA 1600RPM 245T B	2040	                1	UN	      2,529.09	         2,529.09
	10/2021	PA04	1401130101	2720709	MOTOR 3F 1.5KW 440VCA 3600RPM 145T B	2040	                3	UN	        229.50	           688.50
	10/2021	PA04	1401130101	2720712	MOTOR CC 0.75 KW 440 VCC 1150 RPM 143T	2040	                1	UN	        195.00	           195.00
	10/2021	PA04	1401130101	2720713	MOTOR 3F 7.5KW 460VCA 3600RPM 215T B	2040	                1	UN	        545.50	           545.50
	10/2021	PA04	1401130101	2720715	MOTOR 3F 0.75KW 460VCA 1200RPM 145T B3	2040	                5	UN	        553.80	         2,769.00
	10/2021	PA04	1401130101	2720721	MOTOR 3F 0.30KW 240VCA 1800RPM 56C B3	2040	                1	UN	        210.00	           210.00
	10/2021	PA04	1401130101	2720724	MOTOR 3F 3KW 480VCA 1800RPM 100L B3	2040	                1	UN	        534.60	           534.60
	10/2021	PA04	1401130101	2720726	TURBINA 8 115 VOLT. DAYTON	2040	                2	UN	        159.00	           318.00
	10/2021	PA04	1401130101	2720727	MOTOR 3F 1.5KW 460VCA 1200RPM 90L B3	2040	                1	UN	      1,966.48	         1,966.48
	10/2021	PA04	1401130101	2720731	PALETAS 103-96-2-0407-35. FULLER	2040	                2	UN	      5,738.91	        11,477.81
	10/2021	PA04	1401130101	2720739	GUARDA ? F L SMIDTH	2040	                2	UN	        460.00	           920.00
	10/2021	PA04	1401130101	2720740	MOTOR ACOPLE 68998-4-0789-20 220V 750 RP	2040	                1	UN	      3,298.38	         3,298.38
	10/2021	PA04	1401130101	2720743	TURBINA 2.107698 F L SMIDTH	2040	                1	UN	        566.06	           566.06
	10/2021	PA04	1401130101	2720744	ROTOR 2.088909 F L SMIDTH	2040	                1	UN	        730.09	           730.09
	10/2021	PA04	1401130101	2720745	RELEVADOR PROTECCION MOTOR MSS 100-300	2040	                1	UN	        210.92	           210.92
	10/2021	PA04	1401130101	2720746	ROTOR 1.079038 F L SMIDTH	2040	                1	UN	      1,516.15	         1,516.15
	10/2021	PA04	1401130101	2720747	PROPULSOR 3.105037 F L SMIDTH	2040	                1	UN	      1,134.41	         1,134.41
	10/2021	PA04	1401130101	2720748	MOTOR 3F 7.5KW 460VCA 1800RPM 245T B3	2040	                1	UN	      2,366.52	         2,366.52
	10/2021	PA04	1401130101	2720749	MOTOR 3F 52KW 460VCA 1800RPM 225T B3	2040	                1	UN	     12,980.00	        12,980.00
	10/2021	PA04	1401130101	2720754	TURBINA 200-015 NEW YOR BLOWER	2040	                1	UN	        539.00	           539.00
	10/2021	PA04	1401130101	2720755	TURBINA 300-025 NEW YOR BLOWER	2040	                1	UN	        361.00	           361.00
	10/2021	PA04	1401130101	2720756	TURBINA 200-050 NEW YOR BLOWER	2040	                1	UN	        958.00	           958.00
	10/2021	PA04	1401130101	2720757	MOTOREDUCTOR CAD-81-Z30M1P4	2040	                2	UN	      1,656.05	         3,312.10
	10/2021	PA04	1401130101	2720761	MOTOR ELDROED121/6 460V1.2AMP 1250RPMJGO	2040	                1	UN	      7,237.37	         7,237.37
	10/2021	PA04	1401130101	2720762	RED MF16LC200A161112056T K22KW1:23.333 J	2040	                1	UN	     12,198.08	        12,198.08
	10/2021	PA04	1401130101	2720766	TURBINA ? FAN SERVICE	2040	                1	UN	      3,340.00	         3,340.00
	10/2021	PA04	1401130101	2720767	MOTOR 3F 4.6KW 460VCA 3600RPM 245T B3	2040	                1	UN	        900.00	           900.00
	10/2021	PA04	1401130101	2720768	MOTOR 3F 45KW 440VCA 3600RPM ILA5208 B3	2040	                1	UN	      6,290.00	         6,290.00
	10/2021	PA04	1401130101	2720769	MOTOR 3F 1.8KW 460VCA 1230RPM 245T B3	2040	                1	UN	      3,054.67	         3,054.67
	10/2021	PA04	1401130101	2720770	MOTOR 3F 4.6KW 480VCA 1800RPM 112M B3	2040	                1	UN	      2,189.76	         2,189.76
	10/2021	PA04	1401130101	2720771	TURBINA 952648 F L SMIDTH	2040	                1	UN	      3,701.03	         3,701.03
	10/2021	PA04	1401130101	2720828	MOTOR 2,2 KW 1140 RPM 460V FRAME 112M	2040	                1	UN	        730.00	           730.00
	10/2021	PA04	1401130101	2720829	ROTOR 162515000	2040	                1	UN	        956.99	           956.99
	10/2021	PA04	1401130101	2720830	CABRESTANTE ELECTRICO 10.5	2040	                1	UN	     12,175.65	        12,175.65
	10/2021	PA04	1401130101	2720831	MOTORREDUCTOR 904553D	2040	                2	UN	      1,711.40	         3,422.80
	10/2021	PA04	1401130101	2720840	VENTILADOR 5 ASPAS 460V, 50/60HZ	2040	                1	UN	        200.00	           200.00
	10/2021	PA04	1401130101	2720845	MOTOR 20 HP, 1800 RPM, TE, VENT. 510-VE2	2040	                2	UN	      1,042.63	         2,085.25
	10/2021	PA04	1401130101	2720846	MOTORREDUCTOR 904546D VENTOMATIC	2040	                1	UN	      2,814.76	         2,814.76
	10/2021	PA04	1401130101	2720847	MOTOR MARCA SEW MODELO DRE80M4/FG	2040	                1	UN	        384.15	           384.15
	10/2021	PA04	1401130101	2720849	MOTOR 3F,2.2KW 1140RPM,480V,FRAME112M	2040	                1	UN	      1,111.18	         1,111.18
	10/2021	PA04	1401130101	2720853	MOTORREDUCTOR 904552D	2040	                1	UN	      1,628.27	         1,628.27
	10/2021	PA04	1401130101	2720854	PINON ENTRADA MOTOR/REDUCTOR 904552D	2040	                1	UN	        145.00	           145.00
	10/2021	PA04	1401130101	2720855	FRENO COMPLETO 10 NM MOTOR 904552D	2040	                1	UN	        790.00	           790.00
	10/2021	PA04	1401130101	2720856	MOTORREDUCTOR 904539D VENTOMATIC	2040	                1	UN	      2,480.00	         2,480.00
	10/2021	PA04	1401130101	2720857	MOTORREDUCTOR 904542D	2040	                1	UN	      3,280.00	         3,280.00
	10/2021	PA04	1401130101	2720858	MOTOR VENTOMATIC 904075D	2040	                1	UN	        480.00	           480.00
	10/2021	PA04	1401130101	2720860	MOTOR 902285D	2040	                1	UN	      2,151.81	         2,151.81
	10/2021	PA04	1401130101	2720861	MOTORREDUCTOR 904544D	2040	                1	UN	      1,836.36	         1,836.36
	10/2021	PA04	1401130101	2720862	MOTORREDUCTOR 904545D	2040	                1	UN	      1,480.00	         1,480.00
	10/2021	PA04	1401130101	2720865	MOTORREDUCTOR 371205029	2040	                1	UN	      1,150.00	         1,150.00
	10/2021	PA04	1401130101	2720866	MOTORREDUCTOR 691011D02 VENTOMATIC	2040	                2	UN	      3,390.98	         6,781.96
	10/2021	PA04	1401130101	2720868	MOTORREDUCTOR 904569D	2040	                1	UN	      1,580.00	         1,580.00
	10/2021	PA04	1401130101	2720869	MOTORREDUCTOR 904190D VENTOMATIC	2040	                3	UN	      2,011.96	         6,035.89
	10/2021	PA04	1401130101	2720870	MOTORREDUCTOR 904556D	2040	                1	UN	        890.71	           890.71
	10/2021	PA04	1401130101	2720871	MOTORREDUCTOR 904193D VENTOMATIC	2040	                1	UN	      2,130.74	         2,130.74
	10/2021	PA04	1401130101	2720872	MOTORREDUCTOR 904194D VENTOMATIC	2040	                2	UN	      1,580.20	         3,160.39
	10/2021	PA04	1401130101	2720873	MOTORREDUCTOR 904199D VENTOMATIC	2040	                1	UN	      2,488.62	         2,488.62
	10/2021	PA04	1401130101	2720874	MOTORREDUCTOR 904554D VENTOMATIC	2040	                2	UN	      1,172.20	         2,344.40
	10/2021	PA04	1401130101	2720875	MOTORREDUCTOR 904540D VENTOMATIC	2040	                1	UN	      2,447.45	         2,447.45
	10/2021	PA04	1401130101	2720876	MOTORREDUCTOR 904551D	2040	                1	UN	      2,883.45	         2,883.45
	10/2021	PA04	1401130101	2720877	MOTORREDUCTOR 904559D VENTOMATIC	2040	                1	UN	      1,766.00	         1,766.00
	10/2021	PA04	1401130101	2720878	MOTORREDUCTOR 904560D	2040	                1	UN	      1,100.00	         1,100.00
	10/2021	PA04	1401130101	2720879	MOTORREDUCTOR 903777D	2040	                1	UN	        950.00	           950.00
	10/2021	PA04	1401130101	2720880	MOTORREDUCTOR 904561D	2040	                1	UN	      1,006.93	         1,006.93
	10/2021	PA04	1401130101	2720881	MOTORREDUCTOR 904563D	2040	                1	UN	      1,480.00	         1,480.00
	10/2021	PA04	1401130101	2720884	MOTOR 1 HP 230/460/3/60 TEFC DIRTY DUTY	2040	                1	UN	        603.08	           603.08
	10/2021	PA04	1401130101	2720885	MOTOR 125 VDC , SECCIONADOR D300-121231M	2040	                5	UN	        850.00	         4,250.00
	10/2021	PA04	1401130101	2720886	MOTOR 3F 7.5HP 460V 1800RPM WDF213TL	2040	                1	UN	        713.75	           713.75
	10/2021	PA04	1401130101	2720887	MOTOR 3F 10HP 460V 1800RPM WDF215TL	2040	                1	UN	        680.00	           680.00
	10/2021	PA04	1401130101	2720889	MOTOR 3F 0.37KW 460V 1700RPM R37DT71D4	2040	                2	UN	      1,130.00	         2,260.00
	10/2021	PA04	1401130101	2720890	MOTOR 3F 5HP 460V 3600 RPM WDF184TS	2040	                2	UN	        545.63	         1,091.25
	10/2021	PA04	1401130101	2720893	ROTOR GIRANTE 660202D	2040	                1	UN	        319.40	           319.40
	10/2021	PA04	1401130101	2720900	MOTOR 3F 1HP 460V 1800RPM DRE80M4FG	2040	                2	UN	        730.00	         1,460.00
	10/2021	PA04	1401130101	2720903	ROTOR C/EJE BALANCEADO CL.4,SWSI,36	2040	                1	UN	      9,950.35	         9,950.35
	10/2021	PA04	1401130101	2720905	SPINNER,ISO MK I DAF14 1MV SST	2040	                1	UN	      5,956.16	         5,956.16
	10/2021	PA04	1401130101	2720910	MOTOR ELECTRICO MOD01018ET3E184TD-W22	2040	                1	UN	      1,036.26	         1,036.26
	10/2021	PA04	1401130101	2720912	MOTOR WEG,213T,60HZ,3HP,1170RPM,460V,B5T	2040	                1	UN	      1,790.00	         1,790.00
	10/2021	PA04	1401130101	2720914	MOTOR 125HP/460V/3550 RPM	2040	                2	UN	     10,393.88	        20,787.76
	10/2021	PA04	1401130101	2720920	ABANICO RADIAL 8.16	2040	                1	UN	      3,949.28	         3,949.28
	10/2021	PA04	1401130101	2720936	MOTOR 12.6 KW 480V 1160RPM FRAME 160LB	2040	                1	UN	      3,590.00	         3,590.00
	10/2021	PA04	1401130101	2720942	IMPULSOR VENTILADOR 20-VDH-29	2040	                1	UN	     12,366.73	        12,366.73
	10/2021	PA04	1401130101	2720943	MOTOREDUCTOR 0,75 KW 440/480V 60 HZ	2040	                1	UN	      2,888.30	         2,888.30
	10/2021	PA04	1401130101	2720944	ABANICO RADIAL BALANCEADO NDE 17.26	2040	                1	UN	      3,412.82	         3,412.82
	10/2021	PA04	1401130101	2720946	MOTOR 10 HP 1760 RPM 460 VAC FRAME 254T	2040	                2	UN	      1,995.83	         3,991.65
	10/2021	PA04	1401130101	2720951	MOTOR 5.5KW 3600 RPM 460 VAC FRAME 132S	2040	                1	UN	      1,700.00	         1,700.00
	10/2021	PA04	1401130101	2720954	MOTOR 3F 0.5 HP 480VCA 1725 RPM 56C	2040	                1	UN	        290.00	           290.00
	10/2021	PA04	1401130101	2720956	MOTOR 0.38 KW, 3940 RPM, 26VAC	2040	                1	UN	        820.00	           820.00
	10/2021	PA04	1401130101	2720957	MOTOR SIEMENS 1LA9207-4WA 1800RPM 460VAC	2040	                1	UN	      3,816.60	         3,816.60
	10/2021	PA04	1401130101	2720964	MOTOR 3F 7.5 KW 480VCA 1730 RPM 132M	2040	                1	UN	      2,690.00	         2,690.00
	10/2021	PA04	1401130101	2720966	MOTOR 3F 150KW 460VCA 1200RPM MS3 B3	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720967	MOTOR 3F 261KW 460VCA 1200RPM 8210S	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720968	MOTOR 78KW 2500RPM 400V 1PH71842HL00	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720969	ISOLATING TRANSFORMER 24V/70018615	2040	                2	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720970	LEM CURRENT TRANSFORMER/70018613	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720971	ISOLATING TRANSFORMER 55V/70018616	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2720973	SUPRESOR VOLTAJE 3RT1936-1CC00 SIEMENS	2040	                1	UN	         26.50	            26.50
	10/2021	PA04	1401130101	2720975	CONTACTO 3RH1921-1DA11 1NA+1NC SIEMENS	2040	               20	UN	         10.00	           199.96
	10/2021	PA04	1401130101	2720979	JGO CONTACTO 232A6724G7 G.E.	2040	                2	UN	        558.23	         1,116.46
	10/2021	PA04	1401130101	2720982	CONTACTO TIPO N. C. SQUARE-D	2040	               10	UN	         21.29	           212.90
	10/2021	PA04	1401130101	2720989	JGO CONTACTOS 55-154607G041 G.E.	2040	                3	UN	      1,290.92	         3,872.76
	10/2021	PA04	1401130101	2720990	CONTACT AC SD02 V06 480V SQUARE-D	2040	                3	UN	        384.48	         1,153.44
	10/2021	PA04	1401130101	2720991	CONTACT AC SC03 480V SQUARE-D	2040	                1	UN	        995.00	           995.00
	10/2021	PA04	1401130101	2720992	CONTACT AC B9 48 VAC ABB	2040	                1	UN	         85.69	            85.69
	10/2021	PA04	1401130101	2720995	CONTACTO 3TY7460 SIEMENS	2040	                8	UN	         55.55	           444.36
	10/2021	PA04	1401130101	2720996	CONTACTO 3TY7561-1B SIEMENS	2040	                1	UN	         30.98	            30.98
	10/2021	PA04	1401130101	2720998	CONTACT AC LC1-D0901 120 V TELEM	2040	                1	UN	        215.00	           215.00
	10/2021	PA04	1401130101	2721000	CONTACT AC LC1-D0901 48 V TELEM	2040	               17	UN	         43.43	           738.27
	10/2021	PA04	1401130101	2721002	CONTACTOR TELEMECANIQUE LC1-F115 120 V	2040	                3	UN	        601.98	         1,805.95
	10/2021	PA04	1401130101	2721003	CONTACTOR TELEMECANIQUE LC1-F500 120 V	2040	                1	UN	      1,619.27	         1,619.27
	10/2021	PA04	1401130101	2721005	CONTACT AC LC1-D8011 48 V TELEM	2040	               14	UN	        221.24	         3,097.36
	10/2021	PA04	1401130101	2721006	CONTACTOR A-B NEMA 0	2040	                1	UN	        333.33	           333.33
	10/2021	PA04	1401130101	2721016	CONTACTOR P/MOTOR 3RT1036-1AN20	2040	                2	UN	        259.19	           518.38
	10/2021	PA04	1401130101	2721017	CONTACTOR 3RT1065-6AP36 SIRIUS B. 120V	2040	                2	UN	      1,460.00	         2,920.00
	10/2021	PA04	1401130101	2721019	CONTACTOR 25A 120V 3RT1026-1A	2040	                6	UN	         67.99	           407.96
	10/2021	PA04	1401130101	2721021	CONTACTOR 3RT1026-1AK61 24VDC	2040	                2	UN	        145.71	           291.42
	10/2021	PA04	1401130101	2721037	CONTACTOR SIEMENS 3RH1921-1FA22 480VAC	2040	                5	UN	         50.00	           250.00
	10/2021	PA04	1401130101	2721047	ARRANCADOR MAGNET NEMA5 3F 8536SG01V06	2040	                1	UN	      1,897.46	         1,897.46
	10/2021	PA04	1401130101	2721049	CONTACTOR LC1 D115P7	2040	                1	UN	        327.12	           327.12
	10/2021	PA04	1401130101	2721056	CONTACTOR LC1 D32 P7	2040	                1	UN	         87.00	            87.00
	10/2021	PA04	1401130101	2721069	RELE PLC-RSC-24DC/21	2040	               10	UN	         61.19	           611.88
	10/2021	PA04	1401130101	2721070	RELE PLC-RSC-120UC/22	2040	               23	UN	         35.00	           805.00
	10/2021	PA04	1401130101	2721072	RELE DEK-OE-120AC/48VDC/100	2040	                4	UN	         70.00	           280.00
	10/2021	PA04	1401130101	2721074	CONTACTOR SIEMENS 3RT1054-1AB36	2040	                2	UN	        332.48	           664.96
	10/2021	PA04	1401130101	2721076	GUARDA MOTOR SIEMENS 3RV1421-1JA10	2040	                2	UN	        174.60	           349.20
	10/2021	PA04	1401130101	2721077	GUARDA MOTOR SIEMENS 3RV1421-1HA10	2040	                2	UN	        150.25	           300.50
	10/2021	PA04	1401130101	2721078	GUARDA MOTOR SIEMENS 3RV1421-1KA10	2040	                2	UN	        134.13	           268.25
	10/2021	PA04	1401130101	2721079	DESVIADOR DE SACOS PALETIZADORA 904552D	2040	                1	UN	      3,390.00	         3,390.00
	10/2021	PA04	1401130101	2721083	CONTACTOR ALLEN-BRADLEY BOBINA 125 VDC	2040	               36	UN	         91.48	         3,293.31
	10/2021	PA04	1401130101	2721085	CONTACTOR RESISTENCIA ETAPA ACE	2040	                2	UN	        310.00	           620.00
	10/2021	PA04	1401130101	2721086	CONTACTOR BOMBA DE ACEITE GRUA KONE	2040	                1	UN	        374.00	           374.00
	10/2021	PA04	1401130101	2721087	CONTACTOR 95A 240 V	2040	                2	UN	        368.57	           737.14
	10/2021	PA04	1401130101	2721088	CONTACTOR AUXILIAR 1NA 1NC LAT	2040	                4	UN	         16.18	            64.72
	10/2021	PA04	1401130101	2721089	CONTACTOR 3RT1044-1AL20 65A 240V	2040	                2	UN	        370.00	           740.00
	10/2021	PA04	1401130101	2721090	CONTACTOR AUX. S0-S3 FRON 2NA2NC	2040	                2	UN	         18.54	            37.08
	10/2021	PA04	1401130101	2721091	DISYUNTOR 20A/3P 480V	2040	                2	UN	         33.67	            67.34
	10/2021	PA04	1401130101	2721096	GUARDAMOTOR 9 - 12 AMP (7.5HP)	2040	                1	UN	        164.90	           164.90
	10/2021	PA04	1401130101	2721100	CONTACTOR 25A 120V CL03A310M4 GE	2040	                4	UN	         87.84	           351.36
	10/2021	PA04	1401130101	2721101	CONTACTOR 3RT2026-1BB40 24VDC SIEMENS	2040	                1	UN	        145.71	           145.71
	10/2021	PA04	1401130101	2721103	CONTACTOR SIEMENS 3RT1046-1AK60	2040	                1	UN	        386.09	           386.09
	10/2021	PA04	1401130101	2721104	CONJUNTO CONVERTIDOR	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2721107	CONTACTO AUXILIAR/70018652	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2721110	CONTACTOR AC-3,/70018575	2040	                2	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2721111	CONTACTOR/70018589	2040	                2	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2721112	AUXILIARY CONTACTOR 64E/70018607	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2721113	OPERATOR PANEL AOP30/70015970	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2721114	FLOW MONITOR, DIGITAL HEAD/70005672	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2721115	SINAMICS OPERATOR PANEL AOP30/70018579	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2721117	PRESSURE CONVERTER JUMO MIDAS 0-10 BAR	2040	                2	UN	          0.00	             0.00
	10/2021	PA04	1401130101	2721118	PROXIMITY SWITCH/70018787	2040	                1	UN	          0.00	             0.00
